Location,Year,Month,average_temp,Season
Newcastle,2009,October,18.54259259259259,Spring
Newcastle,2009,November,23.171666666666667,Spring
Newcastle,2009,December,23.060344827586206,Summer
Newcastle,2010,January,24.939655172413794,Summer
Newcastle,2010,February,25.110869565217392,Summer
Newcastle,2010,March,22.927586206896553,Autumn
Newcastle,2010,April,19.419642857142858,Autumn
Newcastle,2010,May,15.980434782608695,Autumn
Newcastle,2010,June,13.75,Winter
Newcastle,2010,July,13.11774193548387,Winter
Newcastle,2010,August,13.043548387096774,Winter
Newcastle,2010,September,16.53392857142857,Spring
Newcastle,2010,October,18.965,Spring
Newcastle,2010,November,20.81153846153846,Spring
Newcastle,2010,December,23.070689655172412,Summer
Newcastle,2011,January,24.888461538461538,Summer
Newcastle,2011,February,25.580434782608695,Summer
Newcastle,2011,March,22.7775,Autumn
Newcastle,2011,April,18.222,Autumn
Newcastle,2011,May,14.62741935483871,Autumn
Newcastle,2011,June,13.13125,Winter
Newcastle,2011,July,12.41551724137931,Winter
Newcastle,2011,August,13.95,Winter
Newcastle,2011,September,16.65,Spring
Newcastle,2011,October,18.094827586206897,Spring
Newcastle,2011,November,21.75,Spring
Newcastle,2011,December,19.915,Summer
Newcastle,2012,January,23.20344827586207,Summer
Newcastle,2012,February,22.115384615384613,Summer
Newcastle,2012,March,20.823529411764707,Autumn
Newcastle,2012,April,19.23913043478261,Autumn
Newcastle,2012,May,14.844827586206897,Autumn
Newcastle,2012,June,13.036206896551723,Winter
Newcastle,2012,July,12.102083333333333,Winter
Newcastle,2012,August,13.4,Winter
Newcastle,2012,September,16.429166666666667,Spring
Newcastle,2012,October,18.29259259259259,Spring
Newcastle,2012,November,20.860714285714288,Spring
Newcastle,2012,December,26.07589285714286,Summer
Newcastle,2012,December,26.07589285714286,Summer
Newcastle,2013,January,25.255769230769232,Summer
Newcastle,2013,February,20.204615384615387,Summer
Newcastle,2013,March,22.340384615384615,Autumn
Newcastle,2013,April,18.760526315789473,Autumn
Newcastle,2013,May,16.045238095238094,Autumn
Newcastle,2013,June,13.789655172413793,Winter
Newcastle,2013,July,13.488888888888889,Winter
Newcastle,2013,August,14.903333333333332,Winter
Newcastle,2013,September,18.45357142857143,Spring
Newcastle,2013,October,19.96607142857143,Spring
Newcastle,2013,November,19.901785714285715,Spring
Newcastle,2013,December,22.80185185185185,Summer
Newcastle,2014,January,23.586,Summer
Newcastle,2014,February,23.40416666666667,Summer
Newcastle,2014,March,22.43103448275862,Autumn
Newcastle,2014,April,18.883333333333333,Autumn
Newcastle,2014,May,16.860344827586207,Autumn
Newcastle,2014,June,14.298333333333334,Winter
Newcastle,2014,July,12.931034482758621,Winter
Newcastle,2014,August,13.617857142857142,Winter
Newcastle,2014,September,16.585185185185185,Spring
Newcastle,2014,October,19.574193548387097,Spring
Newcastle,2014,November,22.424137931034483,Spring
Newcastle,2014,December,23.262962962962963,Summer
Newcastle,2015,January,24.285,Summer
Newcastle,2015,February,23.26875,Summer
Newcastle,2015,March,22.797727272727272,Autumn
Newcastle,2015,April,19.364583333333332,Autumn
Newcastle,2015,May,16.06111111111111,Autumn
Newcastle,2015,June,13.31551724137931,Winter
Newcastle,2015,July,12.263043478260869,Winter
Newcastle,2015,August,13.875,Winter
Newcastle,2015,September,15.696153846153846,Spring
Newcastle,2015,October,20.846153846153847,Spring
Newcastle,2015,November,22.439285714285713,Spring
Newcastle,2015,December,22.78965517241379,Summer
Newcastle,2016,January,24.078,Summer
Newcastle,2016,February,24.094736842105263,Summer
Newcastle,2016,March,22.542105263157893,Autumn
Newcastle,2016,April,20.538,Autumn
Newcastle,2016,May,17.569642857142856,Autumn
Newcastle,2016,June,14.2575,Winter
Newcastle,2016,July,14.275,Winter
Newcastle,2016,August,14.261111111111111,Winter
Newcastle,2016,September,16.526923076923076,Spring
Newcastle,2016,October,18.301785714285714,Spring
Newcastle,2016,November,21.668333333333333,Spring
Newcastle,2016,December,24.688,Summer
Newcastle,2017,January,26.27962962962963,Summer
Newcastle,2017,February,26.35909090909091,Summer
Newcastle,2017,March,23.30909090909091,Autumn
Newcastle,2017,April,19.215384615384615,Autumn
Newcastle,2017,May,15.795454545454545,Autumn
Newcastle,2017,June,14.64090909090909,Winter
Nhil,2013,March,21.282258064516128,Autumn
Nhil,2013,April,16.321666666666665,Autumn
Nhil,2013,May,12.453225806451613,Autumn
Nhil,2013,June,10.138333333333334,Winter
Nhil,2013,July,10.085483870967742,Winter
Nhil,2013,August,11.038709677419355,Winter
Nhil,2013,September,13.86,Spring
Nhil,2013,October,14.179032258064517,Spring
Nhil,2013,November,16.57,Spring
Nhil,2013,December,20.620967741935484,Summer
Nhil,2014,January,23.767741935483873,Summer
Nhil,2014,February,22.701785714285712,Summer
Nhil,2014,March,18.896,Autumn
Nhil,2014,April,16.013333333333332,Autumn
Nhil,2014,May,14.137096774193548,Autumn
Nhil,2014,June,10.361666666666666,Winter
Nhil,2014,July,8.806451612903226,Winter
Nhil,2014,August,9.337096774193547,Winter
Nhil,2014,September,12.798333333333334,Spring
Nhil,2014,October,16.52741935483871,Spring
Nhil,2014,November,18.766666666666666,Spring
Nhil,2014,December,20.150000000000002,Summer
Nhil,2015,January,21.570967741935483,Summer
Nhil,2015,February,23.560714285714287,Summer
Nhil,2015,March,17.508064516129032,Autumn
Nhil,2015,April,13.808333333333334,Autumn
Nhil,2015,May,12.238709677419354,Autumn
Nhil,2015,June,9.386666666666667,Winter
Nhil,2015,July,8.261290322580646,Winter
Nhil,2015,August,9.696774193548388,Winter
Nhil,2015,September,11.941666666666666,Spring
Nhil,2015,October,18.782258064516128,Spring
Nhil,2015,November,18.705,Spring
Nhil,2015,December,23.391935483870967,Summer
Nhil,2016,January,23.261290322580646,Summer
Nhil,2016,February,21.80344827586207,Summer
Nhil,2016,March,21.129032258064516,Autumn
Nhil,2016,April,16.838333333333335,Autumn
Nhil,2016,May,13.817741935483872,Autumn
Nhil,2016,June,9.596666666666668,Winter
Nhil,2016,July,9.588709677419354,Winter
Nhil,2016,August,10.208064516129033,Winter
Nhil,2016,September,11.121666666666666,Spring
Nhil,2016,October,13.146774193548387,Spring
Nhil,2016,November,16.386666666666667,Spring
Nhil,2016,December,20.43548387096774,Summer
Nhil,2017,January,22.653225806451612,Summer
Nhil,2017,February,21.044642857142858,Summer
Nhil,2017,March,21.796774193548387,Autumn
Nhil,2017,April,16.015,Autumn
Nhil,2017,May,11.691935483870967,Autumn
Nhil,2017,June,9.154,Winter
NorahHead,2009,January,23.09,Summer
NorahHead,2009,February,22.085714285714285,Summer
NorahHead,2009,March,22.298387096774192,Autumn
NorahHead,2009,April,19.343333333333334,Autumn
NorahHead,2009,May,17.112903225806452,Autumn
NorahHead,2009,June,15.213793103448277,Winter
NorahHead,2009,July,13.748387096774193,Winter
NorahHead,2009,August,15.951612903225806,Winter
NorahHead,2009,September,17.78965517241379,Spring
NorahHead,2009,October,18.15909090909091,Spring
NorahHead,2009,November,21.935,Spring
NorahHead,2009,December,21.929032258064517,Summer
NorahHead,2010,January,23.621666666666666,Summer
NorahHead,2010,February,24.632142857142856,Summer
NorahHead,2010,March,22.787096774193547,Autumn
NorahHead,2010,April,19.968333333333334,Autumn
NorahHead,2010,May,16.801612903225806,Autumn
NorahHead,2010,June,13.912068965517241,Winter
NorahHead,2010,July,13.8,Winter
NorahHead,2010,August,14.10952380952381,Winter
NorahHead,2010,September,16.551666666666666,Spring
NorahHead,2010,October,18.31451612903226,Spring
NorahHead,2010,November,19.625,Spring
NorahHead,2010,December,21.623333333333335,Summer
NorahHead,2011,January,23.596774193548388,Summer
NorahHead,2011,February,24.55892857142857,Summer
NorahHead,2011,March,22.704838709677418,Autumn
NorahHead,2011,April,18.163870967741936,Autumn
NorahHead,2011,May,15.153225806451614,Autumn
NorahHead,2011,June,14.791379310344828,Winter
NorahHead,2011,July,13.040322580645162,Winter
NorahHead,2011,August,15.162903225806451,Winter
NorahHead,2011,September,17.038333333333334,Spring
NorahHead,2011,October,17.86935483870968,Spring
NorahHead,2011,November,20.755,Spring
NorahHead,2011,December,19.725806451612904,Summer
NorahHead,2012,January,22.706451612903226,Summer
NorahHead,2012,February,21.967241379310344,Summer
NorahHead,2012,March,21.183870967741935,Autumn
NorahHead,2012,April,19.698333333333334,Autumn
NorahHead,2012,May,15.908064516129032,Autumn
NorahHead,2012,June,14.023333333333333,Winter
NorahHead,2012,July,13.366129032258064,Winter
NorahHead,2012,August,14.291935483870967,Winter
NorahHead,2012,September,16.679310344827584,Spring
NorahHead,2012,October,18.40967741935484,Spring
NorahHead,2012,November,20.413333333333334,Spring
NorahHead,2012,December,25.516666666666666,Summer
NorahHead,2012,December,25.516666666666666,Summer
NorahHead,2013,January,23.793548387096774,Summer
NorahHead,2013,February,19.03483870967742,Summer
NorahHead,2013,March,22.575806451612902,Autumn
NorahHead,2013,April,19.46333333333333,Autumn
NorahHead,2013,May,16.669354838709676,Autumn
NorahHead,2013,June,14.83,Winter
NorahHead,2013,July,14.611290322580645,Winter
NorahHead,2013,August,15.505357142857143,Winter
NorahHead,2013,September,18.893333333333334,Spring
NorahHead,2013,October,19.848387096774193,Spring
NorahHead,2013,November,19.81,Spring
NorahHead,2013,December,22.009615384615383,Summer
NorahHead,2014,January,22.802,Summer
NorahHead,2014,February,22.632142857142856,Summer
NorahHead,2014,March,22.220967741935482,Autumn
NorahHead,2014,April,19.833333333333332,Autumn
NorahHead,2014,May,17.911290322580644,Autumn
NorahHead,2014,June,15.178333333333333,Winter
NorahHead,2014,July,13.585483870967742,Winter
NorahHead,2014,August,13.835483870967742,Winter
NorahHead,2014,September,16.675,Spring
NorahHead,2014,October,19.335483870967742,Spring
NorahHead,2014,November,21.561666666666667,Spring
NorahHead,2014,December,22.333870967741937,Summer
NorahHead,2015,January,23.566129032258065,Summer
NorahHead,2015,February,23.853571428571428,Summer
NorahHead,2015,March,22.335483870967742,Autumn
NorahHead,2015,April,18.986666666666665,Autumn
NorahHead,2015,May,16.530645161290323,Autumn
NorahHead,2015,June,14.658333333333333,Winter
NorahHead,2015,July,12.988709677419354,Winter
NorahHead,2015,August,14.593548387096774,Winter
NorahHead,2015,September,15.98448275862069,Spring
NorahHead,2015,October,20.875806451612902,Spring
NorahHead,2015,November,21.643333333333334,Spring
NorahHead,2015,December,21.643548387096775,Summer
NorahHead,2016,January,23.130645161290325,Summer
NorahHead,2016,February,24.270689655172415,Summer
NorahHead,2016,March,22.75,Autumn
NorahHead,2016,April,21.046666666666667,Autumn
NorahHead,2016,May,18.198387096774194,Autumn
NorahHead,2016,June,15.308333333333334,Winter
NorahHead,2016,July,14.516129032258064,Winter
NorahHead,2016,August,15.085483870967742,Winter
NorahHead,2016,September,17.098333333333333,Spring
NorahHead,2016,October,18.70967741935484,Spring
NorahHead,2016,November,21.35,Spring
NorahHead,2016,December,23.085483870967742,Summer
NorahHead,2017,January,24.870967741935484,Summer
NorahHead,2017,February,23.875,Summer
NorahHead,2017,March,22.793548387096774,Autumn
NorahHead,2017,April,19.44,Autumn
NorahHead,2017,May,17.10483870967742,Autumn
NorahHead,2017,June,15.166,Winter
NorfolkIsland,2009,January,21.54516129032258,Summer
NorfolkIsland,2009,February,23.40714285714286,Summer
NorfolkIsland,2009,March,22.179032258064517,Autumn
NorfolkIsland,2009,April,21.006666666666668,Autumn
NorfolkIsland,2009,May,17.711290322580645,Autumn
NorfolkIsland,2009,June,17.2,Winter
NorfolkIsland,2009,July,16.03548387096774,Winter
NorfolkIsland,2009,August,16.608064516129033,Winter
NorfolkIsland,2009,September,17.193333333333335,Spring
NorfolkIsland,2009,October,17.28333333333333,Spring
NorfolkIsland,2009,November,19.016666666666666,Spring
NorfolkIsland,2009,December,21.31935483870968,Summer
NorfolkIsland,2010,January,22.308064516129033,Summer
NorfolkIsland,2010,February,22.830357142857142,Summer
NorfolkIsland,2010,March,22.072580645161292,Autumn
NorfolkIsland,2010,April,20.788333333333334,Autumn
NorfolkIsland,2010,May,19.108064516129033,Autumn
NorfolkIsland,2010,June,17.121666666666666,Winter
NorfolkIsland,2010,July,15.920967741935485,Winter
NorfolkIsland,2010,August,16.883870967741935,Winter
NorfolkIsland,2010,September,17.58,Spring
NorfolkIsland,2010,October,17.95,Spring
NorfolkIsland,2010,November,18.72833333333333,Spring
NorfolkIsland,2010,December,22.056451612903224,Summer
NorfolkIsland,2011,January,22.796774193548387,Summer
NorfolkIsland,2011,February,22.910714285714285,Summer
NorfolkIsland,2011,March,22.8,Autumn
NorfolkIsland,2011,April,18.240000000000002,Autumn
NorfolkIsland,2011,May,19.033870967741937,Autumn
NorfolkIsland,2011,June,18.026666666666667,Winter
NorfolkIsland,2011,July,16.174193548387098,Winter
NorfolkIsland,2011,August,15.998387096774193,Winter
NorfolkIsland,2011,September,16.335,Spring
NorfolkIsland,2011,October,17.983870967741936,Spring
NorfolkIsland,2011,November,19.294999999999998,Spring
NorfolkIsland,2011,December,21.224193548387095,Summer
NorfolkIsland,2012,January,21.496774193548386,Summer
NorfolkIsland,2012,February,22.79655172413793,Summer
NorfolkIsland,2012,March,21.704838709677418,Autumn
NorfolkIsland,2012,April,20.573333333333334,Autumn
NorfolkIsland,2012,May,18.28709677419355,Autumn
NorfolkIsland,2012,June,16.975,Winter
NorfolkIsland,2012,July,16.511290322580646,Winter
NorfolkIsland,2012,August,15.958064516129031,Winter
NorfolkIsland,2012,September,16.495,Spring
NorfolkIsland,2012,October,17.70483870967742,Spring
NorfolkIsland,2012,November,18.528333333333332,Spring
NorfolkIsland,2012,December,23.160416666666666,Summer
NorfolkIsland,2012,December,23.160416666666666,Summer
NorfolkIsland,2013,January,21.940322580645162,Summer
NorfolkIsland,2013,February,17.55225806451613,Summer
NorfolkIsland,2013,March,21.85322580645161,Autumn
NorfolkIsland,2013,April,20.386666666666667,Autumn
NorfolkIsland,2013,May,18.361290322580647,Autumn
NorfolkIsland,2013,June,16.601666666666667,Winter
NorfolkIsland,2013,July,16.124193548387098,Winter
NorfolkIsland,2013,August,16.362903225806452,Winter
NorfolkIsland,2013,September,16.955,Spring
NorfolkIsland,2013,October,17.91774193548387,Spring
NorfolkIsland,2013,November,19.318333333333335,Spring
NorfolkIsland,2013,December,20.516129032258064,Summer
NorfolkIsland,2014,January,21.975806451612904,Summer
NorfolkIsland,2014,February,21.603571428571428,Summer
NorfolkIsland,2014,March,20.830645161290324,Autumn
NorfolkIsland,2014,April,20.31,Autumn
NorfolkIsland,2014,May,18.335483870967742,Autumn
NorfolkIsland,2014,June,17.703333333333333,Winter
NorfolkIsland,2014,July,15.916129032258064,Winter
NorfolkIsland,2014,August,16.108064516129033,Winter
NorfolkIsland,2014,September,16.99,Spring
NorfolkIsland,2014,October,17.71290322580645,Spring
NorfolkIsland,2014,November,18.996666666666666,Spring
NorfolkIsland,2014,December,21.837096774193547,Summer
NorfolkIsland,2015,January,22.591935483870966,Summer
NorfolkIsland,2015,February,22.819642857142856,Summer
NorfolkIsland,2015,March,22.156451612903226,Autumn
NorfolkIsland,2015,April,21.171666666666667,Autumn
NorfolkIsland,2015,May,19.203225806451613,Autumn
NorfolkIsland,2015,June,17.145,Winter
NorfolkIsland,2015,July,16.008064516129032,Winter
NorfolkIsland,2015,August,16.217741935483872,Winter
NorfolkIsland,2015,September,16.94333333333333,Spring
NorfolkIsland,2015,October,17.793548387096774,Spring
NorfolkIsland,2015,November,19.575,Spring
NorfolkIsland,2015,December,21.003225806451614,Summer
NorfolkIsland,2016,January,22.63225806451613,Summer
NorfolkIsland,2016,February,24.07758620689655,Summer
NorfolkIsland,2016,March,23.10322580645161,Autumn
NorfolkIsland,2016,April,21.881666666666668,Autumn
NorfolkIsland,2016,May,20.106451612903225,Autumn
NorfolkIsland,2016,June,18.1,Winter
NorfolkIsland,2016,July,17.370967741935484,Winter
NorfolkIsland,2016,August,16.175806451612903,Winter
NorfolkIsland,2016,September,17.73,Spring
NorfolkIsland,2016,October,17.996774193548386,Spring
NorfolkIsland,2016,November,19.425,Spring
NorfolkIsland,2016,December,20.69516129032258,Summer
NorfolkIsland,2017,January,22.26290322580645,Summer
NorfolkIsland,2017,February,23.555357142857144,Summer
NorfolkIsland,2017,March,22.43225806451613,Autumn
NorfolkIsland,2017,April,21.581666666666667,Autumn
NorfolkIsland,2017,May,19.64,Autumn
NorfolkIsland,2017,June,17.696,Winter
Nuriootpa,2009,January,22.80483870967742,Summer
Nuriootpa,2009,February,23.111538461538462,Summer
Nuriootpa,2009,March,19.124137931034483,Autumn
Nuriootpa,2009,April,15.424999999999999,Autumn
Nuriootpa,2009,May,12.024193548387096,Autumn
Nuriootpa,2009,June,10.168965517241379,Winter
Nuriootpa,2009,July,9.780357142857143,Winter
Nuriootpa,2009,August,11.143103448275863,Winter
Nuriootpa,2009,September,12.19,Spring
Nuriootpa,2009,October,13.990322580645161,Spring
Nuriootpa,2009,November,21.68,Spring
Nuriootpa,2009,December,20.356896551724137,Summer
Nuriootpa,2010,January,22.74032258064516,Summer
Nuriootpa,2010,February,23.28035714285714,Summer
Nuriootpa,2010,March,20.091935483870966,Autumn
Nuriootpa,2010,April,16.866666666666667,Autumn
Nuriootpa,2010,May,12.046774193548387,Autumn
Nuriootpa,2010,June,8.685714285714285,Winter
Nuriootpa,2010,July,8.553225806451612,Winter
Nuriootpa,2010,August,9.048333333333334,Winter
Nuriootpa,2010,September,10.62037037037037,Spring
Nuriootpa,2010,October,13.961290322580645,Spring
Nuriootpa,2010,November,17.005,Spring
Nuriootpa,2010,December,19.15967741935484,Summer
Nuriootpa,2011,January,23.00483870967742,Summer
Nuriootpa,2011,February,21.803571428571427,Summer
Nuriootpa,2011,March,17.524193548387096,Autumn
Nuriootpa,2011,April,21.029032258064515,Autumn
Nuriootpa,2011,May,11.567741935483872,Autumn
Nuriootpa,2011,June,9.793333333333333,Winter
Nuriootpa,2011,July,9.151612903225807,Winter
Nuriootpa,2011,August,11.02741935483871,Winter
Nuriootpa,2011,September,12.633333333333333,Spring
Nuriootpa,2011,October,15.088709677419354,Spring
Nuriootpa,2011,November,18.768333333333334,Spring
Nuriootpa,2011,December,19.690322580645162,Summer
Nuriootpa,2012,January,22.63064516129032,Summer
Nuriootpa,2012,February,21.125862068965517,Summer
Nuriootpa,2012,March,18.40967741935484,Autumn
Nuriootpa,2012,April,15.911666666666667,Autumn
Nuriootpa,2012,May,11.001612903225807,Autumn
Nuriootpa,2012,June,9.315,Winter
Nuriootpa,2012,July,9.075806451612904,Winter
Nuriootpa,2012,August,9.495161290322581,Winter
Nuriootpa,2012,September,12.266666666666666,Spring
Nuriootpa,2012,October,15.290322580645162,Spring
Nuriootpa,2012,November,19.60333333333333,Spring
Nuriootpa,2012,December,24.504166666666663,Summer
Nuriootpa,2012,December,24.504166666666663,Summer
Nuriootpa,2013,January,21.796774193548387,Summer
Nuriootpa,2013,February,17.43741935483871,Summer
Nuriootpa,2013,March,20.829032258064515,Autumn
Nuriootpa,2013,April,16.558333333333334,Autumn
Nuriootpa,2013,May,13.719354838709677,Autumn
Nuriootpa,2013,June,9.66551724137931,Winter
Nuriootpa,2013,July,10.033870967741935,Winter
Nuriootpa,2013,August,10.833870967741936,Winter
Nuriootpa,2013,September,14.745,Spring
Nuriootpa,2013,October,14.40967741935484,Spring
Nuriootpa,2013,November,16.886666666666667,Spring
Nuriootpa,2013,December,20.30483870967742,Summer
Nuriootpa,2014,January,23.36774193548387,Summer
Nuriootpa,2014,February,21.860714285714288,Summer
Nuriootpa,2014,March,18.956451612903226,Autumn
Nuriootpa,2014,April,15.398333333333333,Autumn
Nuriootpa,2014,May,13.564516129032258,Autumn
Nuriootpa,2014,June,10.235,Winter
Nuriootpa,2014,July,9.458064516129033,Winter
Nuriootpa,2014,August,8.985483870967743,Winter
Nuriootpa,2014,September,12.905,Spring
Nuriootpa,2014,October,16.932258064516127,Spring
Nuriootpa,2014,November,18.72833333333333,Spring
Nuriootpa,2014,December,19.124193548387098,Summer
Nuriootpa,2015,January,20.82741935483871,Summer
Nuriootpa,2015,February,23.60892857142857,Summer
Nuriootpa,2015,March,17.583870967741937,Autumn
Nuriootpa,2015,April,13.615,Autumn
Nuriootpa,2015,May,11.920967741935485,Autumn
Nuriootpa,2015,June,9.53,Winter
Nuriootpa,2015,July,8.272580645161291,Winter
Nuriootpa,2015,August,9.548387096774194,Winter
Nuriootpa,2015,September,11.246666666666666,Spring
Nuriootpa,2015,October,18.74516129032258,Spring
Nuriootpa,2015,November,18.708333333333332,Spring
Nuriootpa,2015,December,22.93548387096774,Summer
Nuriootpa,2016,January,22.961290322580645,Summer
Nuriootpa,2016,February,21.344827586206897,Summer
Nuriootpa,2016,March,20.798387096774192,Autumn
Nuriootpa,2016,April,16.398333333333333,Autumn
Nuriootpa,2016,May,13.774193548387096,Autumn
Nuriootpa,2016,June,9.876666666666667,Winter
Nuriootpa,2016,July,9.324193548387097,Winter
Nuriootpa,2016,August,9.95483870967742,Winter
Nuriootpa,2016,September,10.406666666666666,Spring
Nuriootpa,2016,October,13.153225806451614,Spring
Nuriootpa,2016,November,16.345,Spring
Nuriootpa,2016,December,20.056451612903224,Summer
Nuriootpa,2017,January,22.633870967741935,Summer
Nuriootpa,2017,February,21.110714285714288,Summer
Nuriootpa,2017,March,21.170967741935485,Autumn
Nuriootpa,2017,April,15.793333333333333,Autumn
Nuriootpa,2017,May,11.685483870967742,Autumn
Nuriootpa,2017,June,8.395833333333334,Winter
PearceRAAF,2009,January,25.96666666666667,Summer
PearceRAAF,2009,February,25.86111111111111,Summer
PearceRAAF,2009,March,22.18225806451613,Autumn
PearceRAAF,2009,April,21.098333333333333,Autumn
PearceRAAF,2009,May,17.43448275862069,Autumn
PearceRAAF,2009,June,13.596666666666668,Winter
PearceRAAF,2009,July,12.275,Winter
PearceRAAF,2009,August,13.654838709677419,Winter
PearceRAAF,2009,September,13.561666666666667,Spring
PearceRAAF,2009,October,16.956666666666667,Spring
PearceRAAF,2009,November,20.256666666666668,Spring
PearceRAAF,2009,December,24.096774193548388,Summer
PearceRAAF,2010,January,27.219354838709677,Summer
PearceRAAF,2010,February,25.87857142857143,Summer
PearceRAAF,2010,March,24.63064516129032,Autumn
PearceRAAF,2010,April,19.693103448275863,Autumn
PearceRAAF,2010,May,15.26551724137931,Autumn
PearceRAAF,2010,June,12.948275862068966,Winter
PearceRAAF,2010,July,11.606666666666667,Winter
PearceRAAF,2010,August,12.624193548387096,Winter
PearceRAAF,2010,September,14.815,Spring
PearceRAAF,2010,October,17.2625,Spring
PearceRAAF,2010,November,22.17222222222222,Spring
PearceRAAF,2010,December,23.370967741935484,Summer
PearceRAAF,2011,January,26.85483870967742,Summer
PearceRAAF,2011,February,28.40535714285714,Summer
PearceRAAF,2011,March,25.795161290322582,Autumn
PearceRAAF,2011,April,20.63612903225807,Autumn
PearceRAAF,2011,May,17.308064516129033,Autumn
PearceRAAF,2011,June,14.887931034482758,Winter
PearceRAAF,2011,July,13.361290322580645,Winter
PearceRAAF,2011,August,14.293333333333333,Winter
PearceRAAF,2011,September,14.28,Spring
PearceRAAF,2011,October,18.06935483870968,Spring
PearceRAAF,2011,November,20.203333333333333,Spring
PearceRAAF,2011,December,24.106451612903225,Summer
PearceRAAF,2012,January,26.955,Summer
PearceRAAF,2012,February,25.117241379310347,Summer
PearceRAAF,2012,March,23.91774193548387,Autumn
PearceRAAF,2012,April,20.356666666666666,Autumn
PearceRAAF,2012,May,16.975806451612904,Autumn
PearceRAAF,2012,June,14.608333333333333,Winter
PearceRAAF,2012,July,12.243333333333334,Winter
PearceRAAF,2012,August,13.89516129032258,Winter
PearceRAAF,2012,September,15.133333333333333,Spring
PearceRAAF,2012,October,18.46290322580645,Spring
PearceRAAF,2012,November,19.666666666666668,Spring
PearceRAAF,2012,December,22.616666666666667,Summer
PearceRAAF,2012,December,22.616666666666667,Summer
PearceRAAF,2013,January,26.101612903225806,Summer
PearceRAAF,2013,February,31.321935483870966,Summer
PearceRAAF,2013,March,22.420967741935485,Autumn
PearceRAAF,2013,April,23.005,Autumn
PearceRAAF,2013,May,15.994827586206895,Autumn
PearceRAAF,2013,June,13.755,Winter
PearceRAAF,2013,July,12.356451612903227,Winter
PearceRAAF,2013,August,14.82258064516129,Winter
PearceRAAF,2013,September,15.253333333333334,Spring
PearceRAAF,2013,October,18.10333333333333,Spring
PearceRAAF,2013,November,22.871666666666666,Spring
PearceRAAF,2013,December,23.84032258064516,Summer
PearceRAAF,2014,January,25.95967741935484,Summer
PearceRAAF,2014,February,26.75892857142857,Summer
PearceRAAF,2014,March,24.520967741935483,Autumn
PearceRAAF,2014,April,20.251666666666665,Autumn
PearceRAAF,2014,May,16.746774193548386,Autumn
PearceRAAF,2014,June,13.416666666666668,Winter
PearceRAAF,2014,July,13.45,Winter
PearceRAAF,2014,August,15.85,Winter
PearceRAAF,2014,September,16.09166666666667,Spring
PearceRAAF,2014,October,17.846774193548388,Spring
PearceRAAF,2014,November,19.99,Spring
PearceRAAF,2014,December,22.551612903225806,Summer
PearceRAAF,2015,January,26.108064516129033,Summer
PearceRAAF,2015,February,26.40357142857143,Summer
PearceRAAF,2015,March,23.314516129032256,Autumn
PearceRAAF,2015,April,20.116666666666667,Autumn
PearceRAAF,2015,May,15.375806451612902,Autumn
PearceRAAF,2015,June,15.425,Winter
PearceRAAF,2015,July,13.67258064516129,Winter
PearceRAAF,2015,August,14.05,Winter
PearceRAAF,2015,September,15.878333333333334,Spring
PearceRAAF,2015,October,19.974193548387095,Spring
PearceRAAF,2015,November,22.241666666666667,Spring
PearceRAAF,2015,December,23.391935483870967,Summer
PearceRAAF,2016,January,26.410344827586208,Summer
PearceRAAF,2016,February,25.52758620689655,Summer
PearceRAAF,2016,March,24.096774193548388,Autumn
PearceRAAF,2016,April,19.97,Autumn
PearceRAAF,2016,May,14.72741935483871,Autumn
PearceRAAF,2016,June,13.633333333333333,Winter
PearceRAAF,2016,July,12.333870967741936,Winter
PearceRAAF,2016,August,12.514516129032257,Winter
PearceRAAF,2016,September,12.381666666666666,Spring
PearceRAAF,2016,October,15.635483870967741,Spring
PearceRAAF,2016,November,20.685,Spring
PearceRAAF,2016,December,22.15967741935484,Summer
PearceRAAF,2017,January,24.441666666666666,Summer
PearceRAAF,2017,February,24.019642857142856,Summer
PearceRAAF,2017,March,22.033870967741937,Autumn
PearceRAAF,2017,April,19.746666666666666,Autumn
PearceRAAF,2017,May,17.01451612903226,Autumn
PearceRAAF,2017,June,15.760869565217392,Winter
Penrith,2008,December,23.160344827586208,Summer
Penrith,2009,January,25.79193548387097,Summer
Penrith,2009,February,24.03035714285714,Summer
Penrith,2009,March,22.09032258064516,Autumn
Penrith,2009,April,18.240000000000002,Autumn
Penrith,2009,May,15.470967741935484,Autumn
Penrith,2009,June,12.641666666666666,Winter
Penrith,2009,July,11.819354838709678,Winter
Penrith,2009,August,13.676666666666666,Winter
Penrith,2009,September,17.09,Spring
Penrith,2009,October,18.18709677419355,Spring
Penrith,2009,November,24.727777777777778,Spring
Penrith,2009,December,24.098387096774193,Summer
Penrith,2010,January,25.361290322580643,Summer
Penrith,2010,February,24.57857142857143,Summer
Penrith,2010,March,22.48709677419355,Autumn
Penrith,2010,April,19.3,Autumn
Penrith,2010,May,14.995,Autumn
Penrith,2010,June,12.06,Winter
Penrith,2010,July,11.616071428571429,Winter
Penrith,2010,August,12.453225806451613,Winter
Penrith,2010,September,15.539285714285715,Spring
Penrith,2010,October,17.81875,Spring
Penrith,2010,November,20.671666666666667,Spring
Penrith,2010,December,23.177083333333332,Summer
Penrith,2011,January,25.997916666666665,Summer
Penrith,2011,February,25.542857142857144,Summer
Penrith,2011,March,22.27258064516129,Autumn
Penrith,2011,April,17.818064516129034,Autumn
